PDV_ID;NOME;CATEGORIA;ENDERECO;LOCAL;ESTADO;NR_CAIXAS;CLASIFICACAO_1;CLASIFICACAO_2;CLASIFICACAO_3;CLASIFICACAO_4;CLASIFICACAO_5;CLASIFICACAO_6;CLASIFICACAO_7;CLASIFICACAO_8;CLASIFICACAO_9;CLASIFICACAO_10;PRIMEIRA_TRANS;ULTIMA_TRANS;CNPJ;RAZAO_SOCIAL;REDE;TIPO_LOJA;MARCA;REGIAO;DATA_PROMO;PODE_PROMO
340;EMPORIO CENTRAL;AUTOSERVICIOS;RUA CARTER, 905;CONTAGEM;MINAS GERAIS;9;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;CONTAGEM;CONVENIENCIA;INDEPENDENTE;"";"";"";201903;202401;59767663786009;EMPORIO CENTRAL S.A.;"";Conveniencia;"";MINAS GERAIS INTERIOR;202401;PUEDE PROMOCIONAR
341;EMPORIO DUMFRIES AND GALLOWAY;AUTOSERVICIOS;AV GOLDNER, 616;BETIM;MINAS GERAIS;6;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;BETIM;SUPERMERCADO;INDEPENDENTE;"";"";"";201904;202408;94906161199839;EMPORIO DUMFRIES AND GALLOWAY S.A.;"";Supermercado;"";MINAS GERAIS INTERIOR;202408;PUEDE PROMOCIONAR
342;MERCADO STRATHCLYDE;AUTOSERVICIOS;R KING, 2;SAO JOSE DOS CAMPOS;SAO PAULO;7;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SAO JOSE DOS CAMPOS;CONVENIENCIA;INDEPENDENTE;"";"";"";202101;202502;40701821836602;MERCADO STRATHCLYDE LTDA;"";Conveniencia;"";SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
343;MERCADO HANCOCK COUNTY;AUTOSERVICIOS;RUA TREMBLAY, 694;SAO JOSE DOS CAMPOS;SAO PAULO;7;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SAO JOSE DOS CAMPOS;SUPERMERCADO;INDEPENDENTE;"";"";"";201708;202403;58225239989274;MERCADO HANCOCK COUNTY EIRELI;"";Supermercado;"";SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
344;EMPORIO MONROE COUNTY;AUTOSERVICIOS;AV MRAZ, 977;DUQUE DE CAXIAS;RIO DE JANEIRO;5;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;DUQUE DE CAXIAS;OUTROS;INDEPENDENTE;"";"";"";201601;202405;72699532827216;EMPORIO MONROE COUNTY S.A.;"";Outros;"";RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
345;SUPER CLEVELAND;AUTOSERVICIOS;AV BOEHM, 734;LONDRINA;PARANA;1;BRASIL;SUL;PARANA;INTERIOR;LONDRINA;OUTROS;INDEPENDENTE;"";"";"";201601;202402;69332868577041;SUPER CLEVELAND S.A.;"";Outros;"";PARANA INTERIOR;202402;PUEDE PROMOCIONAR
346;ARMAZÉM BORDERS;AUTOSERVICIOS;RUA HEIDENREICH, 284;UBERLANDIA;MINAS GERAIS;5;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;UBERLANDIA;OUTROS;INDEPENDENTE;"";"";"";201804;202502;61813465016461;ARMAZÉM BORDERS S.A.;"";Outros;"";MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
347;MERCADO MARSHALL COUNTY;AUTOSERVICIOS;AVENIDA STRACKE, 824;CAMPINAS;SAO PAULO;6;BRASIL;SUDESTE;SAO PAULO;INTERIOR;CAMPINAS;CONVENIENCIA;INDEPENDENTE;"";"";"";201707;202408;48240058955663;MERCADO MARSHALL COUNTY LTDA;"";Conveniencia;"";SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
348;MERCADINHO CLAY COUNTY;AUTOSERVICIOS;R WILLMS, 266;RIBEIRAO PRETO;SAO PAULO;2;BRASIL;SUDESTE;SAO PAULO;INTERIOR;RIBEIRAO PRETO;OUTROS;INDEPENDENTE;"";"";"";201506;202406;67109581123987;MERCADINHO CLAY COUNTY S.A.;"";Outros;"";SAO PAULO INTERIOR;202406;PUEDE PROMOCIONAR
349;ARMAZÉM DYFED;AUTOSERVICIOS;RUA PFANNERSTILL, 894;VITORIA DA CONQUISTA;BAHIA;7;BRASIL;NORDESTE;BAHIA;INTERIOR;VITORIA DA CONQUISTA;CONVENIENCIA;INDEPENDENTE;"";"";"";201805;202406;45977638758224;ARMAZÉM DYFED EIRELI;"";Conveniencia;"";BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
350;SUPER EAST SUSSEX;AUTOSERVICIOS;R ANDERSON, 324;SALVADOR;BAHIA;6;BRASIL;NORDESTE;BAHIA;REGIAO DA CAPITAL;SALVADOR;OUTROS;INDEPENDENTE;"";"";"";201909;202501;24624595014101;SUPER EAST SUSSEX LTDA;"";Outros;"";BAHIA CAPITAL;202501;PUEDE PROMOCIONAR
351;EMPORIO COUNTY DOWN;AUTOSERVICIOS;AVENIDA BODE, 460;NITEROI;RIO DE JANEIRO;6;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NITEROI;SUPERMERCADO;INDEPENDENTE;"";"";"";201502;202506;28457778251327;EMPORIO COUNTY DOWN EIRELI;"";Supermercado;"";RIO DE JANEIRO INTERIOR;202506;PUEDE PROMOCIONAR
352;EMPORIO CLEVELAND;AUTOSERVICIOS;R KLEIN, 383;CONTAGEM;MINAS GERAIS;1;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;CONTAGEM;SUPERMERCADO;INDEPENDENTE;"";"";"";201501;202501;85284768703577;EMPORIO CLEVELAND S.A.;"";Supermercado;"";MINAS GERAIS INTERIOR;202501;PUEDE PROMOCIONAR
353;ARMAZÉM CLEVELAND;AUTOSERVICIOS;R MCGLYNN, 317;SAO JOSE DOS CAMPOS;SAO PAULO;1;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SAO JOSE DOS CAMPOS;OUTROS;INDEPENDENTE;"";"";"";201702;202406;40289238153012;ARMAZÉM CLEVELAND S.A.;"";Outros;"";SAO PAULO INTERIOR;202406;PUEDE PROMOCIONAR
354;MERCADINHO GREENE COUNTY;AUTOSERVICIOS;AVENIDA SANFORD, 912;VITORIA DA CONQUISTA;BAHIA;8;BRASIL;NORDESTE;BAHIA;INTERIOR;VITORIA DA CONQUISTA;CONVENIENCIA;INDEPENDENTE;"";"";"";202101;202503;07850849498815;MERCADINHO GREENE COUNTY LTDA;"";Conveniencia;"";BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
355;SUPER DYFED;AUTOSERVICIOS;AVENIDA MOEN, 494;SAO JOSE DOS CAMPOS;SAO PAULO;6;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SAO JOSE DOS CAMPOS;CONVENIENCIA;INDEPENDENTE;"";"";"";201907;202501;44139811414916;SUPER DYFED S.A.;"";Conveniencia;"";SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
356;ARMAZÉM LINCOLNSHIRE;AUTOSERVICIOS;RUA BRAKUS, 133;SANTOS;SAO PAULO;9;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SANTOS;OUTROS;INDEPENDENTE;"";"";"";201903;202504;22819737600829;ARMAZÉM LINCOLNSHIRE S.A.;"";Outros;"";SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
357;MERCADO COUNTY ARMAGH;AUTOSERVICIOS;AVENIDA KILBACK, 197;BELO HORIZONTE;MINAS GERAIS;10;BRASIL;SUDESTE;MINAS GERAIS;REGIAO DA CAPITAL;BELO HORIZONTE;CONVENIENCIA;INDEPENDENTE;"";"";"";201902;202506;96800038395566;MERCADO COUNTY ARMAGH LTDA;"";Conveniencia;"";MINAS GERAIS CAPITAL;;NO PUEDE PROMOCIONAR
358;ARMAZÉM NORFOLK;AUTOSERVICIOS;R BEAHAN, 819;CAMPINAS;SAO PAULO;8;BRASIL;SUDESTE;SAO PAULO;INTERIOR;CAMPINAS;OUTROS;INDEPENDENTE;"";"";"";201702;202403;95446223792444;ARMAZÉM NORFOLK LTDA;"";Outros;"";SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
359;SUPER SOMERSET;AUTOSERVICIOS;R ORN, 906;UBERLANDIA;MINAS GERAIS;8;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;UBERLANDIA;OUTROS;INDEPENDENTE;"";"";"";201506;202404;35438855532908;SUPER SOMERSET S.A.;"";Outros;"";MINAS GERAIS INTERIOR;202404;PUEDE PROMOCIONAR
360;EMPORIO COUNTY ARMAGH;AUTOSERVICIOS;RUA STREICH, 383;PETROPOLIS;RIO DE JANEIRO;2;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;PETROPOLIS;OUTROS;INDEPENDENTE;"";"";"";201902;202401;52812346771814;EMPORIO COUNTY ARMAGH S.A.;"";Outros;"";RIO DE JANEIRO INTERIOR;202401;PUEDE PROMOCIONAR
361;EMPORIO POWYS;AUTOSERVICIOS;AV WUNSCH, 737;CAXIAS DO SUL;RIO GRANDE DO SUL;7;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;CAXIAS DO SUL;SUPERMERCADO;INDEPENDENTE;"";"";"";202006;202509;10169103660285;EMPORIO POWYS EIRELI;"";Supermercado;"";RIO GRANDE DO SUL INTERIOR;;NO PUEDE PROMOCIONAR
362;MERCADINHO COUNTY DOWN;AUTOSERVICIOS;AV STEHR, 480;FEIRA DE SANTANA;BAHIA;7;BRASIL;NORDESTE;BAHIA;INTERIOR;FEIRA DE SANTANA;CONVENIENCIA;INDEPENDENTE;"";"";"";202105;202502;27156824527315;MERCADINHO COUNTY DOWN EIRELI;"";Conveniencia;"";BAHIA INTERIOR;202502;PUEDE PROMOCIONAR
363;MERCADO SOUTH YORKSHIRE;AUTOSERVICIOS;RUA LEGROS, 17;RIBEIRAO PRETO;SAO PAULO;1;BRASIL;SUDESTE;SAO PAULO;INTERIOR;RIBEIRAO PRETO;OUTROS;INDEPENDENTE;"";"";"";201807;202503;13817187494818;MERCADO SOUTH YORKSHIRE EIRELI;"";Outros;"";SAO PAULO INTERIOR;202503;PUEDE PROMOCIONAR
364;EMPORIO DORSET;AUTOSERVICIOS;RUA KUHIC, 283;UBERLANDIA;MINAS GERAIS;6;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;UBERLANDIA;SUPERMERCADO;INDEPENDENTE;"";"";"";201808;202404;72721694319631;EMPORIO DORSET LTDA;"";Supermercado;"";MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
365;SUPER CARROLL COUNTY;AUTOSERVICIOS;AVENIDA DAVIS, 131;NITEROI;RIO DE JANEIRO;8;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NITEROI;SUPERMERCADO;INDEPENDENTE;"";"";"";201603;202508;25285255870716;SUPER CARROLL COUNTY LTDA;"";Supermercado;"";RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
366;SUPER JEFFERSON COUNTY;AUTOSERVICIOS;AVENIDA KUHLMAN, 661;SAO JOSE DOS CAMPOS;SAO PAULO;5;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SAO JOSE DOS CAMPOS;OUTROS;INDEPENDENTE;"";"";"";201707;202504;20651762378911;SUPER JEFFERSON COUNTY EIRELI;"";Outros;"";SAO PAULO INTERIOR;202504;PUEDE PROMOCIONAR
367;ARMAZÉM COUNTY ARMAGH;AUTOSERVICIOS;AV HEATHCOTE, 865;LONDRINA;PARANA;1;BRASIL;SUL;PARANA;INTERIOR;LONDRINA;OUTROS;INDEPENDENTE;"";"";"";202007;202403;41722206982637;ARMAZÉM COUNTY ARMAGH LTDA;"";Outros;"";PARANA INTERIOR;;NO PUEDE PROMOCIONAR
368;EMPORIO LINCOLNSHIRE;AUTOSERVICIOS;AVENIDA BINS, 521;NITEROI;RIO DE JANEIRO;3;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NITEROI;OUTROS;INDEPENDENTE;"";"";"";201808;202507;21150386859659;EMPORIO LINCOLNSHIRE S.A.;"";Outros;"";RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
369;MERCADINHO AVON;AUTOSERVICIOS;AVENIDA JOHNSTON-WHITE, 853;LONDRINA;PARANA;3;BRASIL;SUL;PARANA;INTERIOR;LONDRINA;SUPERMERCADO;INDEPENDENTE;"";"";"";201708;202404;94691706101748;MERCADINHO AVON LTDA;"";Supermercado;"";PARANA INTERIOR;202404;PUEDE PROMOCIONAR
370;ARMAZÉM ESSEX;AUTOSERVICIOS;RUA SCHAMBERGER, 786;PONTA GROSSA;PARANA;10;BRASIL;SUL;PARANA;INTERIOR;PONTA GROSSA;OUTROS;INDEPENDENTE;"";"";"";201504;202504;50825798515760;ARMAZÉM ESSEX EIRELI;"";Outros;"";PARANA INTERIOR;;NO PUEDE PROMOCIONAR
371;MERCADINHO STRATHCLYDE;AUTOSERVICIOS;RUA WISOZK, 324;PETROPOLIS;RIO DE JANEIRO;6;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;PETROPOLIS;OUTROS;INDEPENDENTE;"";"";"";201705;202505;72303165930726;MERCADINHO STRATHCLYDE S.A.;"";Outros;"";RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
372;SUPER BUCKINGHAMSHIRE;AUTOSERVICIOS;AVENIDA OBERBRUNNER, 394;DUQUE DE CAXIAS;RIO DE JANEIRO;6;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;DUQUE DE CAXIAS;SUPERMERCADO;INDEPENDENTE;"";"";"";201707;202506;15950010928453;SUPER BUCKINGHAMSHIRE LTDA;"";Supermercado;"";RIO DE JANEIRO INTERIOR;202506;PUEDE PROMOCIONAR
373;EMPORIO CENTRAL;AUTOSERVICIOS;AV TOWNE, 251;DUQUE DE CAXIAS;RIO DE JANEIRO;3;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;DUQUE DE CAXIAS;CONVENIENCIA;INDEPENDENTE;"";"";"";201706;202508;84068448363992;EMPORIO CENTRAL LTDA;"";Conveniencia;"";RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
374;MERCADO WEST YORKSHIRE;AUTOSERVICIOS;AVENIDA SCHINNER, 902;FOZ DO IGUAÇU;PARANA;3;BRASIL;SUL;PARANA;INTERIOR;FOZ DO IGUAÇU;CONVENIENCIA;INDEPENDENTE;"";"";"";201709;202509;52355665620471;MERCADO WEST YORKSHIRE EIRELI;"";Conveniencia;"";PARANA INTERIOR;;NO PUEDE PROMOCIONAR
375;ARMAZÉM HUMBERSIDE;AUTOSERVICIOS;R OLSON, 234;SAO JOSE DOS CAMPOS;SAO PAULO;7;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SAO JOSE DOS CAMPOS;SUPERMERCADO;INDEPENDENTE;"";"";"";202103;202508;65146786137659;ARMAZÉM HUMBERSIDE EIRELI;"";Supermercado;"";SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
376;EMPORIO GWENT;AUTOSERVICIOS;AV MCGLYNN, 514;FOZ DO IGUAÇU;PARANA;6;BRASIL;SUL;PARANA;INTERIOR;FOZ DO IGUAÇU;SUPERMERCADO;INDEPENDENTE;"";"";"";201903;202407;02912329935438;EMPORIO GWENT S.A.;"";Supermercado;"";PARANA INTERIOR;202407;PUEDE PROMOCIONAR
377;EMPORIO SURREY;AUTOSERVICIOS;AV MILLS-CARTER, 315;RIO DE JANEIRO;RIO DE JANEIRO;7;BRASIL;SUDESTE;RIO DE JANEIRO;REGIAO DA CAPITAL;RIO DE JANEIRO;SUPERMERCADO;INDEPENDENTE;"";"";"";201706;202408;03691197213364;EMPORIO SURREY EIRELI;"";Supermercado;"";RIO DE JANEIRO CAPITAL;;NO PUEDE PROMOCIONAR
378;MERCADINHO BORDERS;AUTOSERVICIOS;R MOEN, 652;BETIM;MINAS GERAIS;9;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;BETIM;OUTROS;INDEPENDENTE;"";"";"";201905;202504;81325005325260;MERCADINHO BORDERS EIRELI;"";Outros;"";MINAS GERAIS INTERIOR;202504;PUEDE PROMOCIONAR
379;SUPER LEICESTERSHIRE;AUTOSERVICIOS;RUA CONROY, 712;RIO DE JANEIRO;RIO DE JANEIRO;3;BRASIL;SUDESTE;RIO DE JANEIRO;REGIAO DA CAPITAL;RIO DE JANEIRO;SUPERMERCADO;INDEPENDENTE;"";"";"";202109;202505;60848833811623;SUPER LEICESTERSHIRE LTDA;"";Supermercado;"";RIO DE JANEIRO CAPITAL;202505;PUEDE PROMOCIONAR
380;MERCADINHO CRAWFORD COUNTY;AUTOSERVICIOS;AV EBERT, 272;CAMPINAS;SAO PAULO;10;BRASIL;SUDESTE;SAO PAULO;INTERIOR;CAMPINAS;SUPERMERCADO;INDEPENDENTE;"";"";"";201702;202403;35199678512234;MERCADINHO CRAWFORD COUNTY S.A.;"";Supermercado;"";SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
381;MERCADINHO LAWRENCE COUNTY;AUTOSERVICIOS;R HALVORSON, 891;MARINGA;PARANA;3;BRASIL;SUL;PARANA;INTERIOR;MARINGA;SUPERMERCADO;INDEPENDENTE;"";"";"";202101;202403;39189407783360;MERCADINHO LAWRENCE COUNTY S.A.;"";Supermercado;"";PARANA INTERIOR;;NO PUEDE PROMOCIONAR
382;MERCADINHO SHROPSHIRE;AUTOSERVICIOS;AV TORP, 391;ITABUNA;BAHIA;7;BRASIL;NORDESTE;BAHIA;INTERIOR;ITABUNA;SUPERMERCADO;INDEPENDENTE;"";"";"";202108;202405;70539021094655;MERCADINHO SHROPSHIRE S.A.;"";Supermercado;"";BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
383;ARMAZÉM WORCESTERSHIRE;AUTOSERVICIOS;RUA HEATHCOTE, 705;DUQUE DE CAXIAS;RIO DE JANEIRO;1;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;DUQUE DE CAXIAS;OUTROS;INDEPENDENTE;"";"";"";201908;202404;20354001809128;ARMAZÉM WORCESTERSHIRE S.A.;"";Outros;"";RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
384;EMPORIO LAKE COUNTY;AUTOSERVICIOS;R O'HARA, 444;SANTA MARIA;RIO GRANDE DO SUL;3;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;SANTA MARIA;CONVENIENCIA;INDEPENDENTE;"";"";"";201802;202403;47347039817022;EMPORIO LAKE COUNTY EIRELI;"";Conveniencia;"";RIO GRANDE DO SUL INTERIOR;;NO PUEDE PROMOCIONAR
385;SUPER EAST SUSSEX;AUTOSERVICIOS;R HALVORSON, 597;RIBEIRAO PRETO;SAO PAULO;5;BRASIL;SUDESTE;SAO PAULO;INTERIOR;RIBEIRAO PRETO;SUPERMERCADO;INDEPENDENTE;"";"";"";201703;202504;47897180466205;SUPER EAST SUSSEX S.A.;"";Supermercado;"";SAO PAULO INTERIOR;202504;PUEDE PROMOCIONAR
386;EMPORIO SOUTH GLAMORGAN;AUTOSERVICIOS;AV KIHN, 288;SANTOS;SAO PAULO;2;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SANTOS;SUPERMERCADO;INDEPENDENTE;"";"";"";202009;202404;73661880255118;EMPORIO SOUTH GLAMORGAN LTDA;"";Supermercado;"";SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
387;SUPER WEST YORKSHIRE;AUTOSERVICIOS;AVENIDA HYATT, 806;BETIM;MINAS GERAIS;9;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;BETIM;SUPERMERCADO;INDEPENDENTE;"";"";"";201809;202508;32485817762142;SUPER WEST YORKSHIRE LTDA;"";Supermercado;"";MINAS GERAIS INTERIOR;202508;PUEDE PROMOCIONAR
388;SUPER RUTLAND;AUTOSERVICIOS;R GRIMES, 951;PORTO ALEGRE;RIO GRANDE DO SUL;4;BRASIL;SUL;RIO GRANDE DO SUL;REGIAO DA CAPITAL;PORTO ALEGRE;OUTROS;INDEPENDENTE;"";"";"";202008;202401;39471833149073;SUPER RUTLAND EIRELI;"";Outros;"";RIO GRANDE DO SUL CAPITAL;;NO PUEDE PROMOCIONAR
389;SUPER SCOTT COUNTY;AUTOSERVICIOS;AVENIDA DARE, 919;BETIM;MINAS GERAIS;10;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;BETIM;SUPERMERCADO;INDEPENDENTE;"";"";"";201605;202403;39373209363620;SUPER SCOTT COUNTY LTDA;"";Supermercado;"";MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
390;ARMAZÉM SOUTH GLAMORGAN;AUTOSERVICIOS;RUA MCCLURE, 767;DUQUE DE CAXIAS;RIO DE JANEIRO;7;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;DUQUE DE CAXIAS;SUPERMERCADO;INDEPENDENTE;"";"";"";202107;202503;59176718494910;ARMAZÉM SOUTH GLAMORGAN S.A.;"";Supermercado;"";RIO DE JANEIRO INTERIOR;202503;PUEDE PROMOCIONAR
391;MERCADINHO HAMILTON COUNTY;AUTOSERVICIOS;RUA DOUGLAS-BERNHARD, 806;ITABUNA;BAHIA;4;BRASIL;NORDESTE;BAHIA;INTERIOR;ITABUNA;CONVENIENCIA;INDEPENDENTE;"";"";"";201601;202404;24063924912228;MERCADINHO HAMILTON COUNTY EIRELI;"";Conveniencia;"";BAHIA INTERIOR;202404;PUEDE PROMOCIONAR
392;MERCADINHO CLEVELAND;AUTOSERVICIOS;R GLOVER, 946;NITEROI;RIO DE JANEIRO;2;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NITEROI;OUTROS;INDEPENDENTE;"";"";"";201906;202406;04486415546687;MERCADINHO CLEVELAND EIRELI;"";Outros;"";RIO DE JANEIRO INTERIOR;202406;PUEDE PROMOCIONAR
393;SUPER UNION COUNTY;AUTOSERVICIOS;AV SCHULTZ, 399;BELO HORIZONTE;MINAS GERAIS;10;BRASIL;SUDESTE;MINAS GERAIS;REGIAO DA CAPITAL;BELO HORIZONTE;CONVENIENCIA;INDEPENDENTE;"";"";"";202007;202407;54376238899362;SUPER UNION COUNTY EIRELI;"";Conveniencia;"";MINAS GERAIS CAPITAL;202407;PUEDE PROMOCIONAR
394;SUPER LOTHIAN;AUTOSERVICIOS;AV KUNDE, 282;FEIRA DE SANTANA;BAHIA;1;BRASIL;NORDESTE;BAHIA;INTERIOR;FEIRA DE SANTANA;OUTROS;INDEPENDENTE;"";"";"";201708;202502;95719228971417;SUPER LOTHIAN EIRELI;"";Outros;"";BAHIA INTERIOR;202502;PUEDE PROMOCIONAR
395;MERCADINHO CLAY COUNTY;AUTOSERVICIOS;AV RUSSEL, 552;RIBEIRAO PRETO;SAO PAULO;1;BRASIL;SUDESTE;SAO PAULO;INTERIOR;RIBEIRAO PRETO;CONVENIENCIA;INDEPENDENTE;"";"";"";201709;202401;27027112354318;MERCADINHO CLAY COUNTY EIRELI;"";Conveniencia;"";SAO PAULO INTERIOR;202401;PUEDE PROMOCIONAR
396;MERCADINHO MARION COUNTY;AUTOSERVICIOS;AVENIDA GUTMANN, 438;BELO HORIZONTE;MINAS GERAIS;6;BRASIL;SUDESTE;MINAS GERAIS;REGIAO DA CAPITAL;BELO HORIZONTE;CONVENIENCIA;INDEPENDENTE;"";"";"";202102;202508;23983464470097;MERCADINHO MARION COUNTY S.A.;"";Conveniencia;"";MINAS GERAIS CAPITAL;;NO PUEDE PROMOCIONAR
397;EMPORIO TYNE AND WEAR;AUTOSERVICIOS;RUA KASSULKE, 609;UBERLANDIA;MINAS GERAIS;4;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;UBERLANDIA;SUPERMERCADO;INDEPENDENTE;"";"";"";201706;202501;04330273287291;EMPORIO TYNE AND WEAR EIRELI;"";Supermercado;"";MINAS GERAIS INTERIOR;202501;PUEDE PROMOCIONAR
398;SUPER KENT;AUTOSERVICIOS;RUA RATH, 880;CURITIBA;PARANA;4;BRASIL;SUL;PARANA;REGIAO DA CAPITAL;CURITIBA;OUTROS;INDEPENDENTE;"";"";"";202006;202504;07125511675119;SUPER KENT EIRELI;"";Outros;"";PARANA CAPITAL;202504;PUEDE PROMOCIONAR
399;MERCADO HENRY COUNTY;AUTOSERVICIOS;RUA KOVACEK, 536;CONTAGEM;MINAS GERAIS;1;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;CONTAGEM;OUTROS;INDEPENDENTE;"";"";"";201706;202506;39267005655010;MERCADO HENRY COUNTY S.A.;"";Outros;"";MINAS GERAIS INTERIOR;202506;PUEDE PROMOCIONAR
400;SUPER DYFED;AUTOSERVICIOS;AVENIDA RUNTE, 756;MARINGA;PARANA;4;BRASIL;SUL;PARANA;INTERIOR;MARINGA;SUPERMERCADO;INDEPENDENTE;"";"";"";201506;202505;05666972181487;SUPER DYFED LTDA;"";Supermercado;"";PARANA INTERIOR;;NO PUEDE PROMOCIONAR
401;SUPER HENRY COUNTY;AUTOSERVICIOS;R KUNDE, 953;CURITIBA;PARANA;8;BRASIL;SUL;PARANA;REGIAO DA CAPITAL;CURITIBA;SUPERMERCADO;INDEPENDENTE;"";"";"";201501;202504;38534199623601;SUPER HENRY COUNTY LTDA;"";Supermercado;"";PARANA CAPITAL;202504;PUEDE PROMOCIONAR
402;MERCADO MONROE COUNTY;AUTOSERVICIOS;R JAKUBOWSKI, 836;JUIZ DE FORA;MINAS GERAIS;4;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;JUIZ DE FORA;OUTROS;INDEPENDENTE;"";"";"";201801;202406;28673160620017;MERCADO MONROE COUNTY LTDA;"";Outros;"";MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
403;ARMAZÉM NOTTINGHAMSHIRE;AUTOSERVICIOS;AV KRAJCIK, 546;BETIM;MINAS GERAIS;8;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;BETIM;OUTROS;INDEPENDENTE;"";"";"";202009;202509;21787469325125;ARMAZÉM NOTTINGHAMSHIRE LTDA;"";Outros;"";MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
404;EMPORIO NOTTINGHAMSHIRE;AUTOSERVICIOS;RUA GOODWIN, 816;PONTA GROSSA;PARANA;4;BRASIL;SUL;PARANA;INTERIOR;PONTA GROSSA;SUPERMERCADO;INDEPENDENTE;"";"";"";202107;202408;87166242809303;EMPORIO NOTTINGHAMSHIRE LTDA;"";Supermercado;"";PARANA INTERIOR;202408;PUEDE PROMOCIONAR
405;ARMAZÉM NORFOLK;AUTOSERVICIOS;RUA PROSACCO, 526;CAXIAS DO SUL;RIO GRANDE DO SUL;4;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;CAXIAS DO SUL;SUPERMERCADO;INDEPENDENTE;"";"";"";202105;202409;69373762873214;ARMAZÉM NORFOLK S.A.;"";Supermercado;"";RIO GRANDE DO SUL INTERIOR;;NO PUEDE PROMOCIONAR
406;SUPER BUCKINGHAMSHIRE;AUTOSERVICIOS;AVENIDA BARTON, 435;BELO HORIZONTE;MINAS GERAIS;9;BRASIL;SUDESTE;MINAS GERAIS;REGIAO DA CAPITAL;BELO HORIZONTE;CONVENIENCIA;INDEPENDENTE;"";"";"";201609;202501;86319889550974;SUPER BUCKINGHAMSHIRE LTDA;"";Conveniencia;"";MINAS GERAIS CAPITAL;;NO PUEDE PROMOCIONAR
407;MERCADO GRANT COUNTY;AUTOSERVICIOS;RUA WUNSCH, 859;FOZ DO IGUAÇU;PARANA;8;BRASIL;SUL;PARANA;INTERIOR;FOZ DO IGUAÇU;OUTROS;INDEPENDENTE;"";"";"";201601;202506;88946647853344;MERCADO GRANT COUNTY EIRELI;"";Outros;"";PARANA INTERIOR;202506;PUEDE PROMOCIONAR
